817.8,817.8,0.35,0.142,42.11
819.15,819.15,0.35,0.141,44.38
747.6,747.6,0.35,0.216,39.51
755.5,755.5,0.35,0.207,41.94
757.8,757.8,0.35,0.205,39.68
748.2,748.2,0.35,0.215,36.1
742.8,742.8,0.35,0.221,35.6
742.3,742.3,0.35,0.221,34.86
678.6,678.6,0.35,0.288,20.63
683.5,683.5,0.35,0.283,23.86
688.8,688.8,0.35,0.277,22.01
673.4,673.4,0.35,0.294,21.1
675,675,0.35,0.292,21.87
675.6,675.6,0.35,0.291,23.36
861.4,861.4,0.3,0.139,48.5
858.8,858.8,0.3,0.141,47.31
857.26,857.26,0.3,0.143,48.88
851.1,851.1,0.3,0.149,47.53
853.4,853.4,0.3,0.147,48.48
851.9,851.9,0.3,0.148,48.39
763.9,763.9,0.3,0.236,40.21
785.7,785.7,0.3,0.214,41
773.6,773.6,0.3,0.226,40.79
770.6,770.6,0.3,0.229,38.32
767.2,767.2,0.3,0.233,38.86
775.4,775.4,0.3,0.224,37.59
692.6,692.6,0.3,0.307,25.36
698.3,698.3,0.3,0.302,26.11
705.2,705.2,0.3,0.295,26.47
689.3,689.3,0.3,0.311,24.7
690.5,690.5,0.3,0.309,24.56
684.9,684.9,0.3,0.315,23.29
850,850,0.35,0.107,41.23
852,852,0.35,0.104,40.69
852.24,852.24,0.35,0.104,38.87
844,844,0.35,0.113,40.91
841.4,841.4,0.35,0.116,39.77
836.6,836.6,0.35,0.121,40.49
770.6,770.6,0.35,0.19,30.12
759.5,759.5,0.35,0.202,33.3
776,776,0.35,0.184,33.83
758.5,758.5,0.35,0.203,29.25
767.2,767.2,0.35,0.194,30.88
758.2,758.2,0.35,0.203,31.92
702.9,702.9,0.35,0.261,22.86
701,701,0.35,0.263,23.23
704.25,704.25,0.35,0.26,24.73
693.7,693.7,0.35,0.271,21.77
691.16,691.16,0.35,0.274,21.56
693,693,0.35,0.272,21.68
829.1,829.1,0.35,0.129,39.22
831.1,831.1,0.35,0.126,42.6
827.3,827.3,0.35,0.13,41.92
818.5,818.5,0.35,0.14,39.37
817.3,817.3,0.35,0.141,38.97
826.3,826.3,0.35,0.131,39.95
778.8,778.8,0.35,0.181,36.85
753.3,753.3,0.35,0.208,37.34
752.3,752.3,0.35,0.209,36.23
765.7,765.7,0.35,0.195,35.13
748.3,748.3,0.35,0.213,35.15
750.9,750.9,0.35,0.211,36.35
677.6,677.6,0.35,0.288,26.8
678,678,0.35,0.287,27.44
666.7,666.7,0.35,0.299,26.3
666,666,0.35,0.3,24.65
661,661,0.35,0.305,26.62
660.3,660.3,0.35,0.306,25.46
630.4,630.4,0.4,0.305,3.23
737.2,737.2,0.4,0.188,5.14
799,799,0.4,0.119,6.14
624.9,624.9,0.4,0.311,3.67
732.3,732.3,0.4,0.193,4.92
793.8,793.8,0.4,0.125,5.88
300,905,0.5,0.4,5.39
450,784,0.34,0.4,12.74
300,650,0.84,0.4,2.45
450,529,0.56,0.4,10.78
300,1288,0.67,0.2,4.9
450,1167,0.45,0.2,18.5
300,268,0.67,0.6,1.96
450,147,0.45,0.6,3.43
375,1355,0.4,0.2,17.65
375,1100,0.67,0.2,13.5
375,335,0.4,0.6,4.9
375,80,0.67,0.6,2.94
375,717,0.54,0.4,8.33
375,717,0.54,0.4,8.82
375,717,0.54,0.4,8.33
325,260,0.6,0.6,2.5
311,428,0.48,0.584,4
344,487,0.43,0.55,6
450,511,0.48,0.441,9
446.5,665.5,0.53,0.361,12
416,800,0.6,0.304,13
426,887,0.57,0.274,14.5
424,992,0.59,0.227,16
416.5,1100,0.56,0.2,16.5
500,562,0.47,0.424,6.07
500,850,0.5,0.295,15
500,1137.5,0.52,0.166,22.8
631,473,0.7,0.173,10.4
685,514,0.6,0.17,9.3
761,0,0.7,0.218,6.5
699,0,0.7,0.282,3.2
292.2,584.4,0.45,0.2294,10.5
400,920,0.7,0.26,9.9
400,720,0.7,0.35,6.4
400,520,0.7,0.43,5.2
400,320,0.7,0.51,3.1
400,120,0.7,0.59,2.3
350,0,0.7,0.69,1.5
420,0,0.4,0.394,1.77
411,0,0.44,0.385,2.07
311,0,0.45,0.443,1.09
